sample,wavelength,cm2_dmol-1,voltage
Alpha_40,234.7,-0.910073,305.707
Alpha_40,234.6,-0.916134,305.801
Alpha_40,234.5,-0.952697,305.901
Alpha_40,234.4,-0.93662,305.998
Alpha_40,234.3,-0.94321,306.095
Alpha_40,234.2,-1.00157,306.196
Alpha_40,234.1,-1.04302,306.292
Alpha_40,234,-1.04165,306.386
Alpha_40,233.9,-1.04865,306.485
Alpha_40,233.8,-1.08224,306.578
Alpha_40,233.7,-1.16111,306.671
Alpha_40,233.6,-1.21591,306.774
Alpha_40,233.5,-1.16571,306.879
Alpha_40,233.4,-1.2019,306.975
Alpha_40,233.3,-1.21947,307.073
Alpha_40,233.2,-1.2554,307.165
Alpha_40,233.1,-1.27581,307.261
Alpha_40,233,-1.28627,307.36
Alpha_40,232.9,-1.26358,307.458
Alpha_40,232.8,-1.27143,307.557
Alpha_40,232.7,-1.27444,307.655
Alpha_40,232.6,-1.2745,307.757
Alpha_40,232.5,-1.30981,307.854
Alpha_40,232.4,-1.2773,307.953
Alpha_40,232.3,-1.30552,308.053
Alpha_40,232.2,-1.35127,308.153
Alpha_40,232.1,-1.45026,308.249
Alpha_40,232,-1.4955,308.352
Alpha_40,231.9,-1.49701,308.458
Alpha_40,231.8,-1.53521,308.561
Alpha_40,231.7,-1.54429,308.66
Alpha_40,231.6,-1.60492,308.762
Alpha_40,231.5,-1.66547,308.861
Alpha_40,231.4,-1.67436,308.963
Alpha_40,231.3,-1.73195,309.057
Alpha_40,231.2,-1.76115,309.154
Alpha_40,231.1,-1.78021,309.251
Alpha_40,231,-1.78934,309.348
Alpha_40,230.9,-1.78102,309.438
Alpha_40,230.8,-1.74916,309.531
Alpha_40,230.7,-1.79834,309.619
Alpha_40,230.6,-1.80016,309.706
Alpha_40,230.5,-1.83365,309.788
Alpha_40,230.4,-1.91844,309.873
Alpha_40,230.3,-1.94285,309.962
Alpha_40,230.2,-1.90069,310.048
Alpha_40,230.1,-1.92813,310.135
Alpha_40,230,-1.876,310.227
Alpha_40,229.9,-1.96126,310.319
Alpha_40,229.8,-1.95962,310.414
Alpha_40,229.7,-1.95614,310.505
Alpha_40,229.6,-2.01488,310.604
Alpha_40,229.5,-2.05181,310.697
Alpha_40,229.4,-2.00508,310.795
Alpha_40,229.3,-2.01237,310.895
Alpha_40,229.2,-1.9974,310.998
Alpha_40,229.1,-1.94243,311.1
Alpha_40,229,-1.87982,311.202
Alpha_40,228.9,-1.93601,311.3
Alpha_40,228.8,-2.03228,311.396
Alpha_40,228.7,-2.11623,311.494
Alpha_40,228.6,-2.13184,311.59
Alpha_40,228.5,-2.14927,311.683
Alpha_40,228.4,-2.223,311.781
Alpha_40,228.3,-2.19951,311.874
Alpha_40,228.2,-2.18912,311.969
Alpha_40,228.1,-2.20502,312.062
Alpha_40,228,-2.23151,312.155
Alpha_40,227.9,-2.29975,312.244
Alpha_40,227.8,-2.31876,312.333
Alpha_40,227.7,-2.37128,312.42
Alpha_40,227.6,-2.39265,312.512
Alpha_40,227.5,-2.39617,312.602
Alpha_40,227.4,-2.38419,312.691
Alpha_40,227.3,-2.42575,312.78
Alpha_40,227.2,-2.43499,312.872
Alpha_40,227.1,-2.47141,312.96
Alpha_40,227,-2.54119,313.049
Alpha_40,226.9,-2.58048,313.139
Alpha_40,226.8,-2.57826,313.23
Alpha_40,226.7,-2.58595,313.316
Alpha_40,226.6,-2.56287,313.403
Alpha_40,226.5,-2.61186,313.492
Alpha_40,226.4,-2.64429,313.585
Alpha_40,226.3,-2.67383,313.673
Alpha_40,226.2,-2.68263,313.763
Alpha_40,226.1,-2.693,313.856
Alpha_40,226,-2.72078,313.948
Alpha_40,225.9,-2.70299,314.038
Alpha_40,225.8,-2.76085,314.128
Alpha_40,225.7,-2.77095,314.218
Alpha_40,225.6,-2.79291,314.309
Alpha_40,225.5,-2.8231,314.402
Alpha_40,225.4,-2.86694,314.497
Alpha_40,225.3,-2.89071,314.593
Alpha_40,225.2,-2.83322,314.688
Alpha_40,225.1,-2.86704,314.78
Alpha_40,225,-2.90092,314.875
Alpha_40,224.9,-2.89737,314.968
Alpha_40,224.8,-2.87128,315.061
Alpha_40,224.7,-2.86006,315.157
Alpha_40,224.6,-2.86477,315.255
Alpha_40,224.5,-2.80143,315.352
Alpha_40,224.4,-2.72238,315.447
Alpha_40,224.3,-2.7671,315.542
Alpha_40,224.2,-2.78272,315.635
Alpha_40,224.1,-2.77619,315.727
Alpha_40,224,-2.81514,315.819
Alpha_40,223.9,-2.81289,315.916
Alpha_40,223.8,-2.82485,316.015
Alpha_40,223.7,-2.83417,316.112
Alpha_40,223.6,-2.88116,316.209
Alpha_40,223.5,-2.89782,316.307
Alpha_40,223.4,-2.92488,316.402
Alpha_40,223.3,-2.909,316.492
Alpha_40,223.2,-2.94954,316.582
Alpha_40,223.1,-2.99706,316.674
Alpha_40,223,-2.98561,316.771
Alpha_40,222.9,-2.98187,316.865
Alpha_40,222.8,-3.00259,316.964
Alpha_40,222.7,-3.03135,317.063
Alpha_40,222.6,-3.04684,317.162
Alpha_40,222.5,-3.07755,317.255
Alpha_40,222.4,-3.11801,317.349
Alpha_40,222.3,-3.07878,317.45
Alpha_40,222.2,-3.11466,317.545
Alpha_40,222.1,-3.16022,317.645
Alpha_40,222,-3.18022,317.751
Alpha_40,221.9,-3.21563,317.859
Alpha_40,221.8,-3.23435,317.97
Alpha_40,221.7,-3.27988,318.075
Alpha_40,221.6,-3.28012,318.184
Alpha_40,221.5,-3.30236,318.293
Alpha_40,221.4,-3.2497,318.403
Alpha_40,221.3,-3.28614,318.509
Alpha_40,221.2,-3.30566,318.619
Alpha_40,221.1,-3.31336,318.728
Alpha_40,221,-3.3503,318.839
Alpha_40,220.9,-3.32417,318.952
Alpha_40,220.8,-3.32384,319.068
Alpha_40,220.7,-3.30422,319.178
Alpha_40,220.6,-3.31486,319.289
Alpha_40,220.5,-3.30822,319.403
Alpha_40,220.4,-3.32876,319.516
Alpha_40,220.3,-3.35211,319.631
Alpha_40,220.2,-3.33402,319.748
Alpha_40,220.1,-3.46902,319.861
Alpha_40,220,-3.46508,319.983
Alpha_40,219.9,-3.48219,320.101
Alpha_40,219.8,-3.49432,320.219
Alpha_40,219.7,-3.49387,320.339
Alpha_40,219.6,-3.5257,320.461
Alpha_40,219.5,-3.55577,320.581
Alpha_40,219.4,-3.60849,320.703
Alpha_40,219.3,-3.60877,320.828
Alpha_40,219.2,-3.61402,320.947
Alpha_40,219.1,-3.54839,321.068
Alpha_40,219,-3.60515,321.19
Alpha_40,218.9,-3.64852,321.313
Alpha_40,218.8,-3.50053,321.435
Alpha_40,218.7,-3.43459,321.557
Alpha_40,218.6,-3.38625,321.676
Alpha_40,218.5,-3.45661,321.799
Alpha_40,218.4,-3.43267,321.918
Alpha_40,218.3,-3.40551,322.038
Alpha_40,218.2,-3.37067,322.155
Alpha_40,218.1,-3.34643,322.27
Alpha_40,218,-3.34638,322.392
Alpha_40,217.9,-3.34922,322.512
Alpha_40,217.8,-3.4406,322.633
Alpha_40,217.7,-3.37857,322.753
Alpha_40,217.6,-3.32152,322.867
Alpha_40,217.5,-3.41823,322.985
Alpha_40,217.4,-3.52102,323.105
Alpha_40,217.3,-3.53212,323.226
Alpha_40,217.2,-3.51792,323.342
Alpha_40,217.1,-3.55166,323.461
Alpha_40,217,-3.58121,323.576
Alpha_40,216.9,-3.6314,323.696
Alpha_40,216.8,-3.709,323.815
Alpha_40,216.7,-3.71559,323.93
Alpha_40,216.6,-3.70492,324.041
Alpha_40,216.5,-3.68866,324.149
Alpha_40,216.4,-3.71994,324.257
Alpha_40,216.3,-3.73329,324.364
Alpha_40,216.2,-3.77578,324.468
Alpha_40,216.1,-3.77205,324.571
Alpha_40,216,-3.76708,324.677
Alpha_40,215.9,-3.74797,324.782
Alpha_40,215.8,-3.79528,324.886
Alpha_40,215.7,-3.78465,324.991
Alpha_40,215.6,-3.74375,325.095
Alpha_40,215.5,-3.74225,325.194
Alpha_40,215.4,-3.81215,325.294
Alpha_40,215.3,-3.81952,325.401
Alpha_40,215.2,-3.7653,325.508
Alpha_40,215.1,-3.77908,325.615
Alpha_40,215,-3.80843,325.725
Alpha_40,214.9,-3.787,325.833
Alpha_40,214.8,-3.76609,325.943
Alpha_40,214.7,-3.75653,326.051
Alpha_40,214.6,-3.76797,326.159
Alpha_40,214.5,-3.72486,326.264
Alpha_40,214.4,-3.697,326.373
Alpha_40,214.3,-3.7093,326.484
Alpha_40,214.2,-3.67173,326.599
Alpha_40,214.1,-3.57915,326.713
Alpha_40,214,-3.52078,326.829
Alpha_40,213.9,-3.57666,326.945
Alpha_40,213.8,-3.53561,327.064
Alpha_40,213.7,-3.54836,327.184
Alpha_40,213.6,-3.58598,327.307
Alpha_40,213.5,-3.56233,327.433
Alpha_40,213.4,-3.60724,327.561
Alpha_40,213.3,-3.63556,327.688
Alpha_40,213.2,-3.6895,327.818
Alpha_40,213.1,-3.74077,327.946
Alpha_40,213,-3.73349,328.076
Alpha_40,212.9,-3.75906,328.206
Alpha_40,212.8,-3.80184,328.336
Alpha_40,212.7,-3.85411,328.466
Alpha_40,212.6,-3.88443,328.597
Alpha_40,212.5,-3.95729,328.726
Alpha_40,212.4,-3.94885,328.86
Alpha_40,212.3,-3.98453,328.985
Alpha_40,212.2,-3.97919,329.118
Alpha_40,212.1,-4.01266,329.249
Alpha_40,212,-4.0493,329.383
Alpha_40,211.9,-4.04628,329.516
Alpha_40,211.8,-4.06312,329.646
Alpha_40,211.7,-4.13735,329.774
Alpha_40,211.6,-4.1482,329.903
Alpha_40,211.5,-4.13634,330.032
Alpha_40,211.4,-4.14431,330.165
Alpha_40,211.3,-4.20953,330.296
Alpha_40,211.2,-4.23204,330.426
Alpha_40,211.1,-4.23166,330.552
Alpha_40,211,-4.21084,330.684
Alpha_40,210.9,-4.21383,330.808
Alpha_40,210.8,-4.22341,330.931
Alpha_40,210.7,-4.22908,331.052
Alpha_40,210.6,-4.27306,331.174
Alpha_40,210.5,-4.22609,331.298
Alpha_40,210.4,-4.11048,331.423
Alpha_40,210.3,-4.08629,331.546
Alpha_40,210.2,-4.13483,331.67
Alpha_40,210.1,-4.20345,331.785
Alpha_40,210,-4.16278,331.901
Alpha_40,209.9,-4.18087,332.015
Alpha_40,209.8,-4.21306,332.133
Alpha_40,209.7,-4.24981,332.247
Alpha_40,209.6,-4.30999,332.358
Alpha_40,209.5,-4.39583,332.465
Alpha_40,209.4,-4.36835,332.578
Alpha_40,209.3,-4.35046,332.684
Alpha_40,209.2,-4.33954,332.801
Alpha_40,209.1,-4.42736,332.903
Alpha_40,209,-4.52624,333.006
Alpha_40,208.9,-4.55771,333.099
Alpha_40,208.8,-4.54564,333.202
Alpha_40,208.7,-4.58856,333.298
Alpha_40,208.6,-4.52783,333.398
Alpha_40,208.5,-4.54496,333.492
Alpha_40,208.4,-4.56887,333.584
Alpha_40,208.3,-4.57557,333.677
Alpha_40,208.2,-4.54048,333.777
Alpha_40,208.1,-4.5367,333.875
Alpha_40,208,-4.52429,333.972
Alpha_40,207.9,-4.55125,334.061
Alpha_40,207.8,-4.52429,334.158
Alpha_40,207.7,-4.50305,334.252
Alpha_40,207.6,-4.45493,334.351
Alpha_40,207.5,-4.42077,334.444
Alpha_40,207.4,-4.36488,334.538
Alpha_40,207.3,-4.38093,334.628
Alpha_40,207.2,-4.37071,334.72
Alpha_40,207.1,-4.37628,334.811
Alpha_40,207,-4.34705,334.901
Alpha_40,206.9,-4.31267,334.989
Alpha_40,206.8,-4.35213,335.07
Alpha_40,206.7,-4.29678,335.157
Alpha_40,206.6,-4.30901,335.24
Alpha_40,206.5,-4.26983,335.317
Alpha_40,206.4,-4.24685,335.398
Alpha_40,206.3,-4.20209,335.48
Alpha_40,206.2,-4.2269,335.564
Alpha_40,206.1,-4.26366,335.645
Alpha_40,206,-4.18174,335.727
Alpha_40,205.9,-4.17945,335.807
Alpha_40,205.8,-4.04688,335.889
Alpha_40,205.7,-3.95582,335.968
Alpha_40,205.6,-3.96308,336.047
Alpha_40,205.5,-3.91968,336.134
Alpha_40,205.4,-3.84083,336.223
Alpha_40,205.3,-3.75657,336.301
Alpha_40,205.2,-3.76584,336.382
Alpha_40,205.1,-3.78028,336.462
Alpha_40,205,-3.74244,336.55
Alpha_40,204.9,-3.65671,336.628
Alpha_40,204.8,-3.50197,336.708
Alpha_40,204.7,-3.46941,336.783
Alpha_40,204.6,-3.43713,336.861
Alpha_40,204.5,-3.41168,336.938
Alpha_40,204.4,-3.40767,337.017
Alpha_40,204.3,-3.30483,337.102
Alpha_40,204.2,-3.18093,337.175
Alpha_40,204.1,-3.13957,337.243
Alpha_40,204,-3.11842,337.319
Alpha_40,203.9,-3.03638,337.395
Alpha_40,203.8,-2.87271,337.47
Alpha_40,203.7,-2.81947,337.539
Alpha_40,203.6,-2.78255,337.617
Alpha_40,203.5,-2.74772,337.698
Alpha_40,203.4,-2.70563,337.777
Alpha_40,203.3,-2.65289,337.856
Alpha_40,203.2,-2.52797,337.94
Alpha_40,203.1,-2.41628,338.023
Alpha_40,203,-2.31135,338.101
Alpha_40,202.9,-2.21778,338.189
Alpha_40,202.8,-2.14658,338.275
Alpha_40,202.7,-2.0106,338.367
Alpha_40,202.6,-1.90048,338.459
Alpha_40,202.5,-1.76424,338.551
Alpha_40,202.4,-1.70029,338.641
Alpha_40,202.3,-1.59335,338.731
Alpha_40,202.2,-1.43131,338.823
Alpha_40,202.1,-1.29199,338.922
Alpha_40,202,-1.04766,339.026
Alpha_40,201.9,-0.890736,339.126
Alpha_40,201.8,-0.802207,339.226
Alpha_40,201.7,-0.706854,339.33
Alpha_40,201.6,-0.574359,339.43
Alpha_40,201.5,-0.427245,339.531
Alpha_40,201.4,-0.274508,339.63
Alpha_40,201.3,-0.1284,339.731
Alpha_40,201.2,-0.0165836,339.835
Alpha_40,201.1,0.105364,339.942
Alpha_40,201,0.270633,340.054
Alpha_40,200.9,0.415857,340.162
Alpha_40,200.8,0.513432,340.273
Alpha_40,200.7,0.750196,340.38
Alpha_40,200.6,0.816857,340.49
Alpha_40,200.5,1.04408,340.601
Alpha_40,200.4,1.18714,340.716
Alpha_40,200.3,1.39281,340.829
Alpha_40,200.2,1.58113,340.949
Alpha_40,200.1,1.712,341.071
Alpha_40,200,1.84666,341.197
Alpha_40,199.9,2.04383,341.325
Alpha_40,199.8,2.30543,341.456
Alpha_40,199.7,2.59102,341.588
Alpha_40,199.6,2.78935,341.722
Alpha_40,199.5,2.91968,341.858
Alpha_40,199.4,3.08278,341.998
Alpha_40,199.3,3.20985,342.14
Alpha_40,199.2,3.34556,342.288
Alpha_40,199.1,3.5333,342.434
Alpha_40,199,3.69193,342.59
Alpha_40,198.9,3.83647,342.746
Alpha_40,198.8,4.0057,342.907
Alpha_40,198.7,4.22388,343.069
Alpha_40,198.6,4.4189,343.236
Alpha_40,198.5,4.5972,343.408
Alpha_40,198.4,4.76425,343.586
Alpha_40,198.3,4.90573,343.768
Alpha_40,198.2,5.14013,343.955
Alpha_40,198.1,5.28121,344.146
Alpha_40,198,5.40282,344.351
Alpha_40,197.9,5.56103,344.558
Alpha_40,197.8,5.77186,344.774
Alpha_40,197.7,5.82895,344.993
Alpha_40,197.6,5.98078,345.22
Alpha_40,197.5,6.195,345.453
Alpha_40,197.4,6.35992,345.695
Alpha_40,197.3,6.51259,345.95
Alpha_40,197.2,6.55478,346.212
Alpha_40,197.1,6.59018,346.478
Alpha_40,197,6.73791,346.756
Alpha_40,196.9,6.81505,347.042
Alpha_40,196.8,6.91153,347.336
Alpha_40,196.7,7.17471,347.634
Alpha_40,196.6,7.35089,347.943
Alpha_40,196.5,7.44135,348.26
Alpha_40,196.4,7.69497,348.587
Alpha_40,196.3,7.90418,348.917
Alpha_40,196.2,8.02747,349.26
Alpha_40,196.1,8.15425,349.611
Alpha_40,196,8.23914,349.967
Alpha_40,195.9,8.38358,350.328
Alpha_40,195.8,8.57203,350.701
Alpha_40,195.7,8.72766,351.083
Alpha_40,195.6,8.79052,351.468
Alpha_40,195.5,8.98431,351.855
Alpha_40,195.4,8.97426,352.25
Alpha_40,195.3,9.05522,352.641
Alpha_40,195.2,9.05898,353.041
Alpha_40,195.1,9.12554,353.443
Alpha_40,195,9.07111,353.856
Alpha_40,194.9,9.10907,354.265
Alpha_40,194.8,9.1458,354.675
Alpha_40,194.7,9.21125,355.09
Alpha_40,194.6,9.29959,355.505
Alpha_40,194.5,9.27987,355.913
Alpha_40,194.4,9.351,356.324
Alpha_40,194.3,9.4125,356.731
Alpha_40,194.2,9.46479,357.141
Alpha_40,194.1,9.43986,357.549
Alpha_40,194,9.33921,357.962
Alpha_40,193.9,9.31634,358.368
Alpha_40,193.8,9.3906,358.77
Alpha_40,193.7,9.32817,359.164
Alpha_40,193.6,9.21332,359.557
Alpha_40,193.5,9.16314,359.94
Alpha_40,193.4,9.12406,360.317
Alpha_40,193.3,8.9502,360.681
Alpha_40,193.2,8.89876,361.042
Alpha_40,193.1,8.86074,361.398
Alpha_40,193,8.74584,361.747
Alpha_40,192.9,8.57183,362.079
Alpha_40,192.8,8.44967,362.404
Alpha_40,192.7,8.52642,362.713
Alpha_40,192.6,8.47223,363.012
Alpha_40,192.5,8.40232,363.299
Alpha_40,192.4,8.27195,363.576
Alpha_40,192.3,8.34304,363.839
Alpha_40,192.2,8.26987,364.097
Alpha_40,192.1,8.08732,364.34
Alpha_40,192,8.03056,364.581
Alpha_40,191.9,7.89186,364.811
Alpha_40,191.8,7.73001,365.034
Alpha_40,191.7,7.502,365.241
Alpha_40,191.6,7.38636,365.448
Alpha_40,191.5,7.27459,365.646
Alpha_40,191.4,7.11315,365.848
Alpha_40,191.3,6.91688,366.043
Alpha_40,191.2,6.76607,366.237
Alpha_40,191.1,6.66998,366.423
Alpha_40,191,6.53916,366.605
Alpha_40,190.9,6.40929,366.783
Alpha_40,190.8,6.31164,366.954
Alpha_40,190.7,6.19482,367.116
Alpha_40,190.6,6.025,367.274
Alpha_40,190.5,5.91092,367.425
Alpha_40,190.4,5.89955,367.573
Alpha_40,190.3,5.79715,367.716
Alpha_40,190.2,5.71868,367.858
Alpha_40,190.1,5.62526,367.995
Alpha_40,190,5.50629,368.126
,,,
Beta_0,250,0.543653,295.111
Beta_0,249.9,0.520639,295.144
Beta_0,249.8,0.533125,295.179
Beta_0,249.7,0.482486,295.212
Beta_0,249.6,0.464696,295.246
Beta_0,249.5,0.433834,295.281
Beta_0,249.4,0.431385,295.318
Beta_0,249.3,0.42545,295.353
Beta_0,249.2,0.448859,295.384
Beta_0,249.1,0.440802,295.418
Beta_0,249,0.415387,295.455
Beta_0,248.9,0.423924,295.49
Beta_0,248.8,0.406758,295.528
Beta_0,248.7,0.423064,295.562
Beta_0,248.6,0.415531,295.593
Beta_0,248.5,0.385366,295.629
Beta_0,248.4,0.395563,295.662
Beta_0,248.3,0.420249,295.696
Beta_0,248.2,0.448662,295.734
Beta_0,248.1,0.444135,295.77
Beta_0,248,0.436971,295.807
Beta_0,247.9,0.37306,295.847
Beta_0,247.8,0.358419,295.885
Beta_0,247.7,0.388229,295.924
Beta_0,247.6,0.447634,295.964
Beta_0,247.5,0.4296,296.005
Beta_0,247.4,0.425296,296.044
Beta_0,247.3,0.375942,296.087
Beta_0,247.2,0.37672,296.131
Beta_0,247.1,0.385867,296.176
Beta_0,247,0.404409,296.22
Beta_0,246.9,0.392468,296.261
Beta_0,246.8,0.366017,296.306
Beta_0,246.7,0.394938,296.352
Beta_0,246.6,0.404115,296.397
Beta_0,246.5,0.410894,296.441
Beta_0,246.4,0.422065,296.49
Beta_0,246.3,0.404246,296.539
Beta_0,246.2,0.361545,296.583
Beta_0,246.1,0.33109,296.624
Beta_0,246,0.329772,296.674
Beta_0,245.9,0.370233,296.72
Beta_0,245.8,0.345246,296.765
Beta_0,245.7,0.345711,296.812
Beta_0,245.6,0.349527,296.862
Beta_0,245.5,0.349717,296.912
Beta_0,245.4,0.378643,296.96
Beta_0,245.3,0.417325,297.003
Beta_0,245.2,0.455259,297.049
Beta_0,245.1,0.431433,297.091
Beta_0,245,0.438526,297.138
Beta_0,244.9,0.423935,297.188
Beta_0,244.8,0.448933,297.239
Beta_0,244.7,0.394936,297.287
Beta_0,244.6,0.40012,297.334
Beta_0,244.5,0.378666,297.385
Beta_0,244.4,0.374656,297.438
Beta_0,244.3,0.37601,297.491
Beta_0,244.2,0.352505,297.541
Beta_0,244.1,0.332823,297.59
Beta_0,244,0.285831,297.646
Beta_0,243.9,0.234604,297.701
Beta_0,243.8,0.243372,297.76
Beta_0,243.7,0.177218,297.82
Beta_0,243.6,0.193518,297.878
Beta_0,243.5,0.21322,297.931
Beta_0,243.4,0.241836,297.989
Beta_0,243.3,0.244769,298.046
Beta_0,243.2,0.27518,298.103
Beta_0,243.1,0.331157,298.157
Beta_0,243,0.327579,298.213
Beta_0,242.9,0.31499,298.268
Beta_0,242.8,0.319951,298.323
Beta_0,242.7,0.335469,298.379
Beta_0,242.6,0.311834,298.438
Beta_0,242.5,0.282449,298.5
Beta_0,242.4,0.298627,298.553
Beta_0,242.3,0.291536,298.61
Beta_0,242.2,0.271519,298.67
Beta_0,242.1,0.224611,298.727
Beta_0,242,0.231623,298.793
Beta_0,241.9,0.243835,298.858
Beta_0,241.8,0.167773,298.922
Beta_0,241.7,0.114551,298.979
Beta_0,241.6,0.116849,299.041
Beta_0,241.5,0.107025,299.113
Beta_0,241.4,0.0854301,299.18
Beta_0,241.3,0.0690956,299.248
Beta_0,241.2,0.0857288,299.311
Beta_0,241.1,0.0770828,299.379
Beta_0,241,0.0511711,299.449
Beta_0,240.9,0.0119869,299.517
Beta_0,240.8,0.0231598,299.59
Beta_0,240.7,0.00907021,299.658
Beta_0,240.6,-0.0294369,299.724
Beta_0,240.5,-0.0403999,299.793
Beta_0,240.4,-0.015789,299.865
Beta_0,240.3,-0.0758022,299.935
Beta_0,240.2,-0.12336,299.998
Beta_0,240.1,-0.129731,300.072
Beta_0,240,-0.12785,300.146
Beta_0,239.9,-0.179797,300.225
Beta_0,239.8,-0.227,300.304
Beta_0,239.7,-0.209578,300.381
Beta_0,239.6,-0.151986,300.457
Beta_0,239.5,-0.154461,300.537
Beta_0,239.4,-0.141357,300.613
Beta_0,239.3,-0.0823868,300.69
Beta_0,239.2,-0.109599,300.771
Beta_0,239.1,-0.105858,300.857
Beta_0,239,-0.113815,300.943
Beta_0,238.9,-0.0604862,301.023
Beta_0,238.8,-0.0309364,301.103
Beta_0,238.7,-0.00449638,301.181
Beta_0,238.6,-0.0100731,301.257
Beta_0,238.5,0.0108543,301.331
Beta_0,238.4,0.0325943,301.407
Beta_0,238.3,-0.00283661,301.488
Beta_0,238.2,-0.00298729,301.568
Beta_0,238.1,-0.03382,301.646
Beta_0,238,-0.0317711,301.727
Beta_0,237.9,-0.0450737,301.807
Beta_0,237.8,-0.081509,301.881
Beta_0,237.7,-0.0886932,301.957
Beta_0,237.6,-0.10542,302.039
Beta_0,237.5,-0.12698,302.124
Beta_0,237.4,-0.167734,302.206
Beta_0,237.3,-0.125601,302.291
Beta_0,237.2,-0.123013,302.376
Beta_0,237.1,-0.159195,302.46
Beta_0,237,-0.179832,302.546
Beta_0,236.9,-0.20148,302.629
Beta_0,236.8,-0.238613,302.712
Beta_0,236.7,-0.254213,302.796
Beta_0,236.6,-0.315555,302.882
Beta_0,236.5,-0.303035,302.97
Beta_0,236.4,-0.324773,303.057
Beta_0,236.3,-0.356015,303.143
Beta_0,236.2,-0.37593,303.231
Beta_0,236.1,-0.357793,303.322
Beta_0,236,-0.418488,303.408
Beta_0,235.9,-0.435401,303.497
Beta_0,235.8,-0.409484,303.588
Beta_0,235.7,-0.441491,303.675
Beta_0,235.6,-0.486131,303.765
Beta_0,235.5,-0.475298,303.857
Beta_0,235.4,-0.51621,303.952
Beta_0,235.3,-0.48531,304.048
Beta_0,235.2,-0.515699,304.14
Beta_0,235.1,-0.527596,304.236
Beta_0,235,-0.582625,304.332
Beta_0,234.9,-0.594352,304.425
Beta_0,234.8,-0.661442,304.518
Beta_0,234.7,-0.689063,304.614
Beta_0,234.6,-0.733172,304.708
Beta_0,234.5,-0.725731,304.8
Beta_0,234.4,-0.742535,304.895
Beta_0,234.3,-0.794089,304.986
Beta_0,234.2,-0.884486,305.085
Beta_0,234.1,-0.839984,305.183
Beta_0,234,-0.875177,305.274
Beta_0,233.9,-0.841572,305.37
Beta_0,233.8,-0.833027,305.468
Beta_0,233.7,-0.828802,305.566
Beta_0,233.6,-0.840364,305.667
Beta_0,233.5,-0.883665,305.767
Beta_0,233.4,-0.924213,305.866
Beta_0,233.3,-0.94777,305.966
Beta_0,233.2,-0.949202,306.068
Beta_0,233.1,-1.05917,306.165
Beta_0,233,-1.10414,306.27
Beta_0,232.9,-1.0531,306.369
Beta_0,232.8,-1.13728,306.465
Beta_0,232.7,-1.16819,306.562
Beta_0,232.6,-1.27718,306.664
Beta_0,232.5,-1.3075,306.76
Beta_0,232.4,-1.28208,306.864
Beta_0,232.3,-1.31841,306.962
Beta_0,232.2,-1.35385,307.061
Beta_0,232.1,-1.36816,307.161
Beta_0,232,-1.3426,307.263
Beta_0,231.9,-1.37617,307.366
Beta_0,231.8,-1.40245,307.471
Beta_0,231.7,-1.34787,307.577
Beta_0,231.6,-1.4121,307.683
Beta_0,231.5,-1.43831,307.787
Beta_0,231.4,-1.44429,307.895
Beta_0,231.3,-1.50006,307.996
Beta_0,231.2,-1.53388,308.104
Beta_0,231.1,-1.57373,308.206
Beta_0,231,-1.6418,308.309
Beta_0,230.9,-1.63538,308.41
Beta_0,230.8,-1.63867,308.516
Beta_0,230.7,-1.71923,308.616
Beta_0,230.6,-1.77108,308.716
Beta_0,230.5,-1.80199,308.813
Beta_0,230.4,-1.85903,308.914
Beta_0,230.3,-1.90987,309.015
Beta_0,230.2,-1.97011,309.116
Beta_0,230.1,-1.97675,309.218
Beta_0,230,-1.96748,309.326
Beta_0,229.9,-1.99793,309.432
Beta_0,229.8,-1.99645,309.54
Beta_0,229.7,-2.00426,309.649
Beta_0,229.6,-2.07025,309.764
Beta_0,229.5,-2.11041,309.875
Beta_0,229.4,-2.11844,309.988
Beta_0,229.3,-2.21106,310.107
Beta_0,229.2,-2.21622,310.227
Beta_0,229.1,-2.18935,310.349
Beta_0,229,-2.22056,310.47
Beta_0,228.9,-2.21213,310.591
Beta_0,228.8,-2.26018,310.712
Beta_0,228.7,-2.39136,310.835
Beta_0,228.6,-2.41608,310.96
Beta_0,228.5,-2.49455,311.079
Beta_0,228.4,-2.57777,311.203
Beta_0,228.3,-2.56879,311.322
Beta_0,228.2,-2.62083,311.447
Beta_0,228.1,-2.61931,311.571
Beta_0,228,-2.61488,311.694
Beta_0,227.9,-2.68022,311.812
Beta_0,227.8,-2.7216,311.933
Beta_0,227.7,-2.73667,312.051
Beta_0,227.6,-2.752,312.176
Beta_0,227.5,-2.80278,312.299
Beta_0,227.4,-2.78807,312.421
Beta_0,227.3,-2.77614,312.543
Beta_0,227.2,-2.80934,312.669
Beta_0,227.1,-2.83678,312.797
Beta_0,227,-2.8832,312.929
Beta_0,226.9,-2.91197,313.059
Beta_0,226.8,-2.94426,313.188
Beta_0,226.7,-3.01902,313.317
Beta_0,226.6,-2.99849,313.454
Beta_0,226.5,-3.0512,313.591
Beta_0,226.4,-3.09992,313.734
Beta_0,226.3,-3.16404,313.876
Beta_0,226.2,-3.17898,314.019
Beta_0,226.1,-3.14668,314.159
Beta_0,226,-3.17052,314.302
Beta_0,225.9,-3.21406,314.443
Beta_0,225.8,-3.2558,314.587
Beta_0,225.7,-3.2775,314.726
Beta_0,225.6,-3.35542,314.87
